GeneID	Annotation_GO_ID
MSTRG.56767	unknown
MSTRG.56769	unknown
MSTRG.5677	unknown
MSTRG.56770	unknown
MSTRG.56772	unknown
MSTRG.56773	unknown
MSTRG.56776	unknown
MSTRG.56778	unknown
MSTRG.56780	unknown
MSTRG.56781	unknown
MSTRG.56786	unknown
MSTRG.56788	unknown
MSTRG.56789	unknown
MSTRG.5679	unknown
MSTRG.56791	unknown
MSTRG.56793	unknown
MSTRG.56794	unknown
MSTRG.56795	unknown
MSTRG.56796	unknown
MSTRG.56797	unknown
MSTRG.56799	unknown
MSTRG.568	unknown
MSTRG.56803	unknown
MSTRG.56805	unknown
MSTRG.56806	unknown
MSTRG.56809	unknown
MSTRG.56810	unknown
MSTRG.56812	unknown
MSTRG.56814	unknown
MSTRG.56816	unknown
MSTRG.5682	unknown
MSTRG.56821	unknown
MSTRG.56823	unknown
MSTRG.56824	unknown
MSTRG.56826	unknown
MSTRG.56828	unknown
MSTRG.56829	unknown
MSTRG.5683	unknown
MSTRG.56831	unknown
MSTRG.56833	unknown
MSTRG.56836	unknown
MSTRG.56837	unknown
MSTRG.56839	unknown
MSTRG.56840	unknown
MSTRG.56841	unknown
MSTRG.56842	unknown
MSTRG.56843	unknown
MSTRG.56845	unknown
MSTRG.56848	unknown
MSTRG.5685	unknown
MSTRG.56850	unknown
MSTRG.56852	unknown
MSTRG.56855	unknown
MSTRG.56859	unknown
MSTRG.56862	unknown
MSTRG.56864	unknown
MSTRG.56865	unknown
MSTRG.56867	unknown
MSTRG.56868	unknown
MSTRG.5687	unknown
MSTRG.56870	unknown
MSTRG.56871	unknown
MSTRG.56872	unknown
MSTRG.56875	unknown
MSTRG.56877	unknown
MSTRG.56878	unknown
MSTRG.56880	unknown
MSTRG.56882	unknown
MSTRG.56883	unknown
MSTRG.56885	unknown
MSTRG.56886	unknown
MSTRG.56887	unknown
MSTRG.56889	unknown
MSTRG.5689	unknown
MSTRG.56890	unknown
MSTRG.56891	unknown
MSTRG.56893	unknown
MSTRG.56894	unknown
MSTRG.56896	unknown
MSTRG.56898	unknown
MSTRG.56899	unknown
MSTRG.56900	unknown
MSTRG.56901	unknown
MSTRG.56903	unknown
MSTRG.56905	unknown
MSTRG.56906	unknown
MSTRG.56907	unknown
MSTRG.56909	unknown
MSTRG.56910	unknown
MSTRG.56911	unknown
MSTRG.56912	unknown
MSTRG.56913	unknown
MSTRG.56914	unknown
MSTRG.56915	unknown
MSTRG.56918	unknown
MSTRG.5692	unknown
MSTRG.56920	unknown
MSTRG.56922	unknown
MSTRG.56923	unknown
MSTRG.56924	unknown
MSTRG.56926	unknown
MSTRG.56927	unknown
MSTRG.56928	unknown
MSTRG.56929	unknown
MSTRG.5693	unknown
MSTRG.56930	unknown
MSTRG.56931	unknown
MSTRG.56932	unknown
MSTRG.56933	unknown
MSTRG.56935	unknown
MSTRG.56937	unknown
MSTRG.56938	unknown
MSTRG.56939	unknown
MSTRG.5694	unknown
MSTRG.56940	unknown
MSTRG.56943	unknown
MSTRG.56944	unknown
MSTRG.56947	unknown
MSTRG.56948	unknown
MSTRG.5695	unknown
MSTRG.56952	unknown
MSTRG.56954	unknown
MSTRG.56956	unknown
MSTRG.56958	unknown
MSTRG.56959	unknown
MSTRG.56961	unknown
MSTRG.56964	unknown
MSTRG.56965	unknown
MSTRG.56968	unknown
MSTRG.56969	unknown
MSTRG.5697	unknown
MSTRG.56971	unknown
MSTRG.56973	unknown
MSTRG.56974	unknown
MSTRG.56975	unknown
MSTRG.56977	unknown
MSTRG.56978	unknown
MSTRG.5698	unknown
MSTRG.56980	unknown
MSTRG.56982	unknown
MSTRG.56984	unknown
MSTRG.56988	unknown
MSTRG.5699	unknown
MSTRG.56992	unknown
MSTRG.56993	unknown
MSTRG.56995	unknown
MSTRG.56996	unknown
MSTRG.56998	unknown
MSTRG.57003	unknown
MSTRG.57004	unknown
MSTRG.57005	unknown
MSTRG.5701	unknown
MSTRG.57013	unknown
MSTRG.57015	unknown
MSTRG.57016	unknown
MSTRG.57019	unknown
MSTRG.5702	unknown
MSTRG.57020	unknown
MSTRG.57024	unknown
MSTRG.57025	unknown
MSTRG.57026	unknown
MSTRG.57028	unknown
MSTRG.57033	unknown
MSTRG.57034	unknown
MSTRG.57036	unknown
MSTRG.57037	unknown
MSTRG.57040	unknown
MSTRG.57043	unknown
MSTRG.57044	unknown
MSTRG.57046	unknown
MSTRG.57048	unknown
MSTRG.57049	unknown
MSTRG.5705	unknown
MSTRG.57050	unknown
MSTRG.57052	unknown
MSTRG.57053	unknown
MSTRG.57055	unknown
MSTRG.57057	unknown
MSTRG.57058	unknown
MSTRG.57059	unknown
MSTRG.5706	unknown
MSTRG.57060	unknown
MSTRG.57063	unknown
MSTRG.57064	unknown
MSTRG.57065	unknown
MSTRG.57066	unknown
MSTRG.57067	unknown
MSTRG.57068	unknown
MSTRG.57069	unknown
MSTRG.5707	unknown
MSTRG.57071	unknown
MSTRG.57072	unknown
MSTRG.57074	unknown
MSTRG.57075	unknown
MSTRG.57076	unknown
MSTRG.57078	unknown
MSTRG.57080	unknown
MSTRG.57081	unknown
MSTRG.57082	unknown
MSTRG.57083	unknown
MSTRG.57084	unknown
MSTRG.57085	unknown
MSTRG.57086	unknown
MSTRG.57088	unknown
MSTRG.57089	unknown
MSTRG.5709	unknown
MSTRG.57091	unknown
MSTRG.57093	unknown
MSTRG.57095	unknown
MSTRG.57097	unknown
MSTRG.57098	unknown
MSTRG.5710	unknown
MSTRG.57100	unknown
MSTRG.57101	unknown
MSTRG.57102	unknown
MSTRG.57103	unknown
MSTRG.57106	unknown
MSTRG.57107	unknown
MSTRG.57108	unknown
MSTRG.5711	unknown
MSTRG.57110	unknown
MSTRG.57111	unknown
MSTRG.57113	unknown
MSTRG.57114	unknown
MSTRG.57117	unknown
MSTRG.57120	unknown
MSTRG.57121	unknown
MSTRG.57123	unknown
MSTRG.57125	unknown
MSTRG.57126	unknown
MSTRG.57127	unknown
MSTRG.57129	unknown
MSTRG.57131	unknown
MSTRG.57133	unknown
MSTRG.57136	unknown
MSTRG.57137	unknown
MSTRG.57139	unknown
MSTRG.5714	unknown
MSTRG.57142	unknown
MSTRG.57144	unknown
MSTRG.57145	unknown
MSTRG.57147	unknown
MSTRG.57148	unknown
MSTRG.57149	unknown
MSTRG.5715	unknown
MSTRG.57150	unknown
MSTRG.57153	unknown
MSTRG.57155	unknown
MSTRG.57159	unknown
MSTRG.57160	unknown
MSTRG.57161	unknown
MSTRG.57162	unknown
MSTRG.57165	unknown
MSTRG.57167	unknown
MSTRG.57169	unknown
MSTRG.5717	unknown
MSTRG.57170	unknown
MSTRG.57171	unknown
MSTRG.57175	unknown
MSTRG.57177	unknown
MSTRG.57178	unknown
MSTRG.57179	unknown
MSTRG.5718	unknown
MSTRG.57180	unknown
MSTRG.57181	unknown
MSTRG.57182	unknown
MSTRG.57186	unknown
MSTRG.57187	unknown
MSTRG.57188	unknown
MSTRG.57189	unknown
MSTRG.57190	unknown
MSTRG.57193	unknown
MSTRG.57194	unknown
MSTRG.57198	unknown
MSTRG.57199	unknown
MSTRG.5720	unknown
MSTRG.57200	unknown
MSTRG.57206	unknown
MSTRG.57207	unknown
MSTRG.57209	unknown
MSTRG.5721	unknown
MSTRG.57210	unknown
MSTRG.57211	unknown
MSTRG.57212	unknown
MSTRG.57213	unknown
MSTRG.57215	unknown
MSTRG.57216	unknown
MSTRG.57218	unknown
MSTRG.57222	unknown
MSTRG.57224	unknown
MSTRG.57225	unknown
MSTRG.57226	unknown
MSTRG.57228	unknown
MSTRG.57231	unknown
MSTRG.57232	unknown
MSTRG.57234	unknown
MSTRG.57236	unknown
MSTRG.57238	unknown
MSTRG.57239	unknown
MSTRG.5724	unknown
MSTRG.57241	unknown
MSTRG.57243	unknown
MSTRG.57246	unknown
MSTRG.57249	unknown
MSTRG.5725	unknown
MSTRG.57254	unknown
MSTRG.57255	unknown
MSTRG.57258	unknown
MSTRG.57260	unknown
MSTRG.57261	unknown
MSTRG.57264	unknown
MSTRG.57265	unknown
MSTRG.57267	unknown
MSTRG.57268	unknown
MSTRG.57269	unknown
MSTRG.57271	unknown
MSTRG.57272	unknown
MSTRG.57273	unknown
MSTRG.57276	unknown
MSTRG.57277	unknown
MSTRG.57278	unknown
MSTRG.5728	unknown
MSTRG.57282	unknown
MSTRG.57283	unknown
MSTRG.57285	unknown
MSTRG.57287	unknown
MSTRG.57288	unknown
MSTRG.57290	unknown
MSTRG.57292	unknown
MSTRG.57294	unknown
MSTRG.57296	unknown
MSTRG.57298	unknown
MSTRG.5730	unknown
MSTRG.57300	unknown
MSTRG.57302	unknown
MSTRG.57304	unknown
MSTRG.57305	unknown
MSTRG.57306	unknown
MSTRG.57308	unknown
MSTRG.57311	unknown
MSTRG.57312	unknown
MSTRG.57315	unknown
MSTRG.57316	unknown
MSTRG.57317	unknown
MSTRG.5732	unknown
MSTRG.57320	unknown
MSTRG.57321	unknown
MSTRG.57322	unknown
MSTRG.57324	unknown
MSTRG.57329	unknown
MSTRG.57330	unknown
MSTRG.57332	unknown
MSTRG.57333	unknown
MSTRG.57335	unknown
MSTRG.57338	unknown
MSTRG.57339	unknown
MSTRG.57340	unknown
MSTRG.57342	unknown
MSTRG.57345	unknown
MSTRG.57347	unknown
MSTRG.57348	unknown
MSTRG.5735	unknown
MSTRG.57350	unknown
MSTRG.57351	unknown
MSTRG.57353	unknown
MSTRG.57355	unknown
MSTRG.57356	unknown
MSTRG.57357	unknown
MSTRG.57358	unknown
MSTRG.5736	unknown
MSTRG.57360	unknown
MSTRG.57364	unknown
MSTRG.57365	unknown
MSTRG.57367	unknown
MSTRG.57370	unknown
MSTRG.57371	unknown
MSTRG.57373	unknown
MSTRG.57378	unknown
MSTRG.5738	unknown
MSTRG.57380	unknown
MSTRG.57382	unknown
MSTRG.57383	unknown
MSTRG.57384	unknown
MSTRG.57386	unknown
MSTRG.57387	unknown
MSTRG.57388	unknown
MSTRG.5739	unknown
MSTRG.57391	unknown
MSTRG.57393	unknown
MSTRG.57394	unknown
MSTRG.57395	unknown
MSTRG.57396	unknown
MSTRG.57398	unknown
MSTRG.57399	unknown
MSTRG.574	unknown
MSTRG.57401	unknown
MSTRG.57403	unknown
MSTRG.57404	unknown
MSTRG.57405	unknown
MSTRG.57407	unknown
MSTRG.57408	unknown
MSTRG.5741	unknown
MSTRG.57410	unknown
MSTRG.57411	unknown
MSTRG.57413	unknown
MSTRG.57415	unknown
MSTRG.57417	unknown
MSTRG.57419	unknown
MSTRG.5742	unknown
MSTRG.57420	unknown
MSTRG.57421	unknown
MSTRG.57423	unknown
MSTRG.57424	unknown
MSTRG.57426	unknown
MSTRG.57427	unknown
MSTRG.57429	unknown
MSTRG.5743	unknown
MSTRG.57430	unknown
MSTRG.57432	unknown
MSTRG.57433	unknown
MSTRG.57435	unknown
MSTRG.57437	unknown
MSTRG.57439	unknown
MSTRG.57442	unknown
MSTRG.57443	unknown
MSTRG.57444	unknown
MSTRG.57446	unknown
MSTRG.57447	unknown
MSTRG.5745	unknown
MSTRG.57450	unknown
MSTRG.57453	unknown
MSTRG.57456	unknown
MSTRG.57458	unknown
MSTRG.5746	unknown
MSTRG.57460	unknown
MSTRG.57461	unknown
MSTRG.57462	unknown
MSTRG.57463	unknown
MSTRG.57465	unknown
MSTRG.57466	unknown
MSTRG.57468	unknown
MSTRG.57469	unknown
MSTRG.5747	unknown
MSTRG.57471	unknown
MSTRG.57475	unknown
MSTRG.57477	unknown
MSTRG.57480	unknown
MSTRG.57481	unknown
MSTRG.57482	unknown
MSTRG.57483	unknown
MSTRG.57487	unknown
MSTRG.57489	unknown
MSTRG.5749	unknown
MSTRG.57491	unknown
MSTRG.57492	unknown
MSTRG.57493	unknown
MSTRG.57494	unknown
MSTRG.57496	unknown
MSTRG.57497	unknown
MSTRG.57499	unknown
MSTRG.57500	unknown
MSTRG.57502	unknown
MSTRG.57504	unknown
MSTRG.57506	unknown
MSTRG.57507	unknown
MSTRG.57508	unknown
MSTRG.57509	unknown
MSTRG.5751	unknown
MSTRG.57510	unknown
MSTRG.57513	unknown
MSTRG.57514	unknown
MSTRG.57515	unknown
MSTRG.57516	unknown
MSTRG.57517	unknown
MSTRG.57518	unknown
MSTRG.57519	unknown
MSTRG.5752	unknown
MSTRG.57521	unknown
MSTRG.57522	unknown
MSTRG.57524	unknown
MSTRG.57526	unknown
MSTRG.5753	unknown
MSTRG.57530	unknown
MSTRG.57532	unknown
MSTRG.57538	unknown
MSTRG.57539	unknown
MSTRG.5754	unknown
MSTRG.57543	unknown
MSTRG.57546	unknown
MSTRG.57548	unknown
MSTRG.57551	unknown
MSTRG.57552	unknown
MSTRG.57554	unknown
MSTRG.57555	unknown
MSTRG.57558	unknown
MSTRG.57559	unknown
MSTRG.5756	unknown
MSTRG.57560	unknown
MSTRG.57568	unknown
MSTRG.57569	unknown
MSTRG.5757	unknown
MSTRG.57572	unknown
MSTRG.57573	unknown
MSTRG.57575	unknown
MSTRG.57577	unknown
MSTRG.57579	unknown
MSTRG.5758	unknown
MSTRG.57580	unknown
MSTRG.57581	unknown
MSTRG.57582	unknown
MSTRG.57584	unknown
MSTRG.57586	unknown
MSTRG.57587	unknown
MSTRG.57589	unknown
MSTRG.5759	unknown
MSTRG.57591	unknown
MSTRG.57592	unknown
MSTRG.57594	unknown
MSTRG.57597	unknown
MSTRG.57598	unknown
MSTRG.576	unknown
MSTRG.57600	unknown
MSTRG.57603	unknown
MSTRG.57605	unknown
MSTRG.57606	unknown
MSTRG.57607	unknown
MSTRG.57609	unknown
MSTRG.5761	unknown
MSTRG.57611	unknown
MSTRG.57612	unknown
MSTRG.57613	unknown
MSTRG.57614	unknown
MSTRG.57615	unknown
MSTRG.57617	unknown
MSTRG.57618	unknown
MSTRG.5762	unknown
MSTRG.57621	unknown
MSTRG.57623	unknown
MSTRG.57626	unknown
MSTRG.57627	unknown
MSTRG.57628	unknown
MSTRG.57633	unknown
MSTRG.57634	unknown
MSTRG.57635	unknown
MSTRG.57637	unknown
MSTRG.57639	unknown
MSTRG.5764	unknown
MSTRG.57642	unknown
MSTRG.57643	unknown
MSTRG.57645	unknown
MSTRG.57647	unknown
MSTRG.57648	unknown
MSTRG.57650	unknown
MSTRG.57651	unknown
MSTRG.57653	unknown
MSTRG.57656	unknown
MSTRG.57657	unknown
MSTRG.5766	unknown
MSTRG.57660	unknown
MSTRG.57661	unknown
MSTRG.57665	unknown
MSTRG.57670	unknown
MSTRG.57672	unknown
MSTRG.57674	unknown
MSTRG.57676	unknown
MSTRG.57677	unknown
MSTRG.57679	unknown
MSTRG.57681	unknown
MSTRG.57683	unknown
MSTRG.57684	unknown
MSTRG.57686	unknown
MSTRG.57689	unknown
MSTRG.5769	unknown
MSTRG.57690	unknown
MSTRG.57692	unknown
MSTRG.57693	unknown
MSTRG.57696	unknown
MSTRG.57698	unknown
MSTRG.577	unknown
MSTRG.57700	unknown
MSTRG.57702	unknown
MSTRG.57703	unknown
MSTRG.57704	unknown
MSTRG.57706	unknown
MSTRG.57708	unknown
MSTRG.5771	unknown
MSTRG.57710	unknown
MSTRG.57713	unknown
MSTRG.57715	unknown
MSTRG.57717	unknown
MSTRG.57718	unknown
MSTRG.5772	unknown
MSTRG.57720	unknown
MSTRG.57721	unknown
MSTRG.57722	unknown
MSTRG.57723	unknown
MSTRG.57727	unknown
MSTRG.57728	unknown
MSTRG.57729	unknown
MSTRG.5773	unknown
MSTRG.57731	unknown
MSTRG.57732	unknown
MSTRG.57733	unknown
MSTRG.57735	unknown
MSTRG.57737	unknown
MSTRG.57738	unknown
MSTRG.57740	unknown
MSTRG.57742	unknown
MSTRG.57743	unknown
MSTRG.57745	unknown
MSTRG.57747	unknown
MSTRG.57748	unknown
MSTRG.57749	unknown
MSTRG.5775	unknown
MSTRG.57753	unknown
MSTRG.57754	unknown
MSTRG.57755	unknown
MSTRG.57756	unknown
MSTRG.57757	unknown
MSTRG.57758	unknown
MSTRG.57760	unknown
MSTRG.57763	unknown
MSTRG.57765	unknown
MSTRG.57768	unknown
MSTRG.57769	unknown
MSTRG.5777	unknown
MSTRG.57770	unknown
MSTRG.57772	unknown
MSTRG.57774	unknown
MSTRG.57777	unknown
MSTRG.57778	unknown
MSTRG.57781	unknown
MSTRG.57782	unknown
MSTRG.57783	unknown
MSTRG.57784	unknown
MSTRG.57787	unknown
MSTRG.57788	unknown
MSTRG.57789	unknown
MSTRG.5779	unknown
MSTRG.57790	unknown
MSTRG.57792	unknown
MSTRG.57794	unknown
MSTRG.57795	unknown
MSTRG.57798	unknown
MSTRG.57799	unknown
MSTRG.57801	unknown
MSTRG.57802	unknown
MSTRG.57804	unknown
MSTRG.57806	unknown
MSTRG.57808	unknown
MSTRG.57809	unknown
MSTRG.57812	unknown
MSTRG.57813	unknown
MSTRG.57814	unknown
MSTRG.57816	unknown
MSTRG.57819	unknown
MSTRG.57821	unknown
MSTRG.57822	unknown
MSTRG.57823	unknown
MSTRG.57825	unknown
MSTRG.57826	unknown
MSTRG.57828	unknown
MSTRG.5783	unknown
MSTRG.57831	unknown
MSTRG.57832	unknown
MSTRG.57833	unknown
MSTRG.57835	unknown
MSTRG.57837	unknown
MSTRG.57839	unknown
MSTRG.57841	unknown
MSTRG.5785	unknown
MSTRG.57866	unknown
MSTRG.57868	unknown
MSTRG.57869	unknown
MSTRG.5787	unknown
MSTRG.57871	unknown
MSTRG.57873	unknown
MSTRG.57875	unknown
MSTRG.57878	unknown
MSTRG.5788	unknown
MSTRG.57881	unknown
MSTRG.57882	unknown
MSTRG.57883	unknown
MSTRG.57884	unknown
MSTRG.57887	unknown
MSTRG.57889	unknown
MSTRG.57890	unknown
MSTRG.57892	unknown
MSTRG.57894	unknown
MSTRG.57896	unknown
MSTRG.57897	unknown
MSTRG.5790	unknown
MSTRG.57900	unknown
MSTRG.57902	unknown
MSTRG.57904	unknown
MSTRG.57906	unknown
MSTRG.57907	unknown
MSTRG.5791	unknown
MSTRG.57912	unknown
MSTRG.57917	unknown
MSTRG.57919	unknown
MSTRG.5792	unknown
MSTRG.57920	unknown
MSTRG.57922	unknown
MSTRG.57923	unknown
MSTRG.57928	unknown
MSTRG.57929	unknown
MSTRG.5793	unknown
MSTRG.57930	unknown
MSTRG.57931	unknown
MSTRG.57933	unknown
MSTRG.57934	unknown
MSTRG.57935	unknown
MSTRG.57936	unknown
MSTRG.57939	unknown
MSTRG.5794	unknown
MSTRG.57940	unknown
MSTRG.57942	unknown
MSTRG.57944	unknown
MSTRG.57946	unknown
MSTRG.57947	unknown
MSTRG.57949	unknown
MSTRG.5795	unknown
MSTRG.57950	unknown
MSTRG.57951	unknown
MSTRG.57952	unknown
MSTRG.57953	unknown
MSTRG.57954	unknown
MSTRG.57956	unknown
MSTRG.57957	unknown
MSTRG.57960	unknown
MSTRG.57962	unknown
MSTRG.57964	unknown
MSTRG.57965	unknown
MSTRG.57967	unknown
MSTRG.57968	unknown
MSTRG.5797	unknown
MSTRG.57972	unknown
MSTRG.57974	unknown
MSTRG.57975	unknown
MSTRG.57977	unknown
MSTRG.57978	unknown
MSTRG.57979	unknown
MSTRG.57981	unknown
MSTRG.57983	unknown
MSTRG.57984	unknown
MSTRG.57987	unknown
MSTRG.57989	unknown
MSTRG.5799	unknown
MSTRG.57992	unknown
MSTRG.57994	unknown
MSTRG.57995	unknown
MSTRG.57997	unknown
MSTRG.57998	unknown
MSTRG.58	unknown
MSTRG.580	unknown
MSTRG.58000	unknown
MSTRG.58002	unknown
MSTRG.58003	unknown
MSTRG.58004	unknown
MSTRG.58005	unknown
MSTRG.58006	unknown
MSTRG.58007	unknown
MSTRG.58009	unknown
MSTRG.58011	unknown
MSTRG.58012	unknown
MSTRG.58016	unknown
MSTRG.58018	unknown
MSTRG.5802	unknown
MSTRG.58020	unknown
MSTRG.58023	unknown
MSTRG.58025	unknown
MSTRG.58028	unknown
MSTRG.58029	unknown
MSTRG.58030	unknown
MSTRG.58032	unknown
MSTRG.58034	unknown
MSTRG.58036	unknown
MSTRG.58037	unknown
MSTRG.58038	unknown
MSTRG.5804	unknown
MSTRG.58040	unknown
MSTRG.58042	unknown
MSTRG.58043	unknown
MSTRG.58044	unknown
MSTRG.58045	unknown
MSTRG.58047	unknown
MSTRG.58049	unknown
MSTRG.5805	unknown
MSTRG.58051	unknown
MSTRG.58052	unknown
MSTRG.58055	unknown
MSTRG.58056	unknown
MSTRG.58057	unknown
MSTRG.58059	unknown
MSTRG.58061	unknown
MSTRG.58062	unknown
MSTRG.58063	unknown
MSTRG.58064	unknown
MSTRG.58066	unknown
MSTRG.58068	unknown
MSTRG.58069	unknown
MSTRG.5807	unknown
MSTRG.58070	unknown
MSTRG.58071	unknown
MSTRG.58072	unknown
MSTRG.58073	unknown
MSTRG.58075	unknown
MSTRG.58077	unknown
MSTRG.58078	unknown
MSTRG.58079	unknown
MSTRG.5808	unknown
MSTRG.58080	unknown
MSTRG.58081	unknown
MSTRG.58083	unknown
MSTRG.58084	unknown
MSTRG.58085	unknown
MSTRG.58087	unknown
MSTRG.58088	unknown
MSTRG.58089	unknown
MSTRG.58090	unknown
MSTRG.58094	unknown
MSTRG.58095	unknown
MSTRG.58099	unknown
MSTRG.5810	unknown
MSTRG.58100	unknown
MSTRG.58102	unknown
MSTRG.58103	unknown
MSTRG.58104	unknown
MSTRG.58106	unknown
MSTRG.58107	unknown
MSTRG.58109	unknown
MSTRG.58111	unknown
MSTRG.58114	unknown
MSTRG.58116	unknown
MSTRG.58119	unknown
MSTRG.5812	unknown
MSTRG.58120	unknown
MSTRG.58121	unknown
MSTRG.58122	unknown
MSTRG.58123	unknown
MSTRG.58125	unknown
MSTRG.58128	unknown
MSTRG.58129	unknown
MSTRG.58130	unknown
MSTRG.58131	unknown
MSTRG.58132	unknown
MSTRG.58134	unknown
MSTRG.58135	unknown
MSTRG.58136	unknown
MSTRG.58138	unknown
MSTRG.5814	unknown
MSTRG.58141	unknown
MSTRG.58142	unknown
MSTRG.58143	unknown
MSTRG.58144	unknown
MSTRG.58145	unknown
MSTRG.58146	unknown
MSTRG.58147	unknown
MSTRG.58148	unknown
MSTRG.58149	unknown
MSTRG.58150	unknown
MSTRG.58151	unknown
MSTRG.58154	unknown
MSTRG.58155	unknown
MSTRG.58156	unknown
MSTRG.58159	unknown
MSTRG.5816	unknown
MSTRG.58160	unknown
MSTRG.58161	unknown
MSTRG.58164	unknown
MSTRG.58165	unknown
MSTRG.58166	unknown
MSTRG.58167	unknown
MSTRG.58168	unknown
MSTRG.58170	unknown
MSTRG.58172	unknown
MSTRG.58173	unknown
MSTRG.58176	unknown
MSTRG.58178	unknown
MSTRG.58179	unknown
MSTRG.5818	unknown
MSTRG.58180	unknown
MSTRG.58181	unknown
MSTRG.58182	unknown
MSTRG.58183	unknown
MSTRG.58185	unknown
MSTRG.58186	unknown
MSTRG.58188	unknown
MSTRG.5819	unknown
MSTRG.58191	unknown
MSTRG.58193	unknown
MSTRG.58194	unknown
MSTRG.58197	unknown
MSTRG.58198	unknown
MSTRG.582	unknown
MSTRG.5820	unknown
MSTRG.58201	unknown
MSTRG.58204	unknown
MSTRG.58205	unknown
MSTRG.58207	unknown
MSTRG.58208	unknown
MSTRG.58210	unknown
MSTRG.58212	unknown
MSTRG.58214	unknown
MSTRG.58216	unknown
MSTRG.58217	unknown
MSTRG.58218	unknown
MSTRG.58220	unknown
MSTRG.58222	unknown
MSTRG.58225	unknown
MSTRG.58226	unknown
MSTRG.58228	unknown
MSTRG.58229	unknown
MSTRG.5823	unknown
MSTRG.58231	unknown
MSTRG.58232	unknown
MSTRG.58233	unknown
MSTRG.58235	unknown
MSTRG.58236	unknown
MSTRG.58238	unknown
MSTRG.5824	unknown
MSTRG.58240	unknown
MSTRG.58243	unknown
MSTRG.58244	unknown
MSTRG.58247	unknown
MSTRG.58249	unknown
MSTRG.58250	unknown
MSTRG.58251	unknown
MSTRG.58254	unknown
MSTRG.58255	unknown
MSTRG.58257	unknown
MSTRG.58258	unknown
MSTRG.5826	unknown
MSTRG.58260	unknown
MSTRG.58262	unknown
MSTRG.58263	unknown
MSTRG.58266	unknown
MSTRG.58267	unknown
MSTRG.58270	unknown
MSTRG.58271	unknown
MSTRG.58273	unknown
MSTRG.58276	unknown
MSTRG.58279	unknown
MSTRG.5828	unknown
MSTRG.58280	unknown
MSTRG.58282	unknown
MSTRG.58284	unknown
MSTRG.58286	unknown
MSTRG.58288	unknown
MSTRG.58289	unknown
MSTRG.5829	unknown
MSTRG.58290	unknown
MSTRG.58293	unknown
MSTRG.58294	unknown
MSTRG.58296	unknown
MSTRG.58297	unknown
MSTRG.58298	unknown
MSTRG.583	unknown
MSTRG.58300	unknown
MSTRG.58303	unknown
MSTRG.58305	unknown
MSTRG.58306	unknown
MSTRG.58307	unknown
MSTRG.58308	unknown
MSTRG.5831	unknown
MSTRG.58310	unknown
MSTRG.58312	unknown
MSTRG.58313	unknown
MSTRG.58314	unknown
MSTRG.58315	unknown
MSTRG.58318	unknown
MSTRG.5832	unknown
MSTRG.58321	unknown
MSTRG.58323	unknown
MSTRG.58324	unknown
MSTRG.58326	unknown
MSTRG.58327	unknown
MSTRG.58328	unknown
MSTRG.58329	unknown
MSTRG.5833	unknown
MSTRG.58334	unknown
MSTRG.58335	unknown
MSTRG.58336	unknown
MSTRG.58338	unknown
MSTRG.58339	unknown
MSTRG.58344	unknown
MSTRG.58345	unknown
MSTRG.58346	unknown
MSTRG.58349	unknown
MSTRG.58352	unknown
MSTRG.58355	unknown
MSTRG.58356	unknown
MSTRG.58358	unknown
MSTRG.58359	unknown
MSTRG.5836	unknown
MSTRG.58360	unknown
MSTRG.58361	unknown
MSTRG.58362	unknown
MSTRG.58363	unknown
MSTRG.58364	unknown
MSTRG.58365	unknown
MSTRG.58367	unknown
MSTRG.58368	unknown
MSTRG.58369	unknown
MSTRG.58370	unknown
MSTRG.58372	unknown
MSTRG.58375	unknown
MSTRG.5838	unknown
MSTRG.58380	unknown
MSTRG.58382	unknown
MSTRG.58383	unknown
MSTRG.58384	unknown
MSTRG.58390	unknown
MSTRG.58391	unknown
MSTRG.58392	unknown
MSTRG.58393	unknown
MSTRG.58396	unknown
MSTRG.58397	unknown
MSTRG.58399	unknown
MSTRG.5840	unknown
MSTRG.58401	unknown
MSTRG.58402	unknown
MSTRG.58404	unknown
MSTRG.58405	unknown
MSTRG.58406	unknown
MSTRG.58407	unknown
MSTRG.58408	unknown
MSTRG.58409	unknown
MSTRG.5841	unknown
MSTRG.58411	unknown
MSTRG.58412	unknown
MSTRG.58413	unknown
MSTRG.58414	unknown
MSTRG.58418	unknown
MSTRG.58420	unknown
MSTRG.58421	unknown
MSTRG.58423	unknown
MSTRG.58424	unknown
MSTRG.58425	unknown
MSTRG.58426	unknown
MSTRG.58428	unknown
MSTRG.58429	unknown
MSTRG.58431	unknown
MSTRG.58433	unknown
MSTRG.58436	unknown
MSTRG.58437	unknown
MSTRG.58438	unknown
MSTRG.5844	unknown
MSTRG.58440	unknown
MSTRG.58441	unknown
MSTRG.58442	unknown
MSTRG.58444	unknown
MSTRG.58447	unknown
MSTRG.58448	unknown
MSTRG.58449	unknown
MSTRG.58451	unknown
MSTRG.58452	unknown
MSTRG.58453	unknown
MSTRG.58454	unknown
MSTRG.58457	unknown
MSTRG.58459	unknown
MSTRG.5846	unknown
MSTRG.58462	unknown
MSTRG.58464	unknown
MSTRG.58467	unknown
MSTRG.58468	unknown
MSTRG.58470	unknown
MSTRG.58472	unknown
MSTRG.58477	unknown
MSTRG.58478	unknown
MSTRG.58479	unknown
MSTRG.58480	unknown
MSTRG.58481	unknown
MSTRG.58483	unknown
MSTRG.58484	unknown
