MSTRG.39096	unknown
MSTRG.35651	unknown
MSTRG.8628	unknown
MSTRG.3313	unknown
MSTRG.4923	unknown
MSTRG.39850	unknown
MSTRG.54351	unknown
MSTRG.35296	unknown
MSTRG.10935	unknown
MSTRG.13453	unknown
MSTRG.57956	unknown
LOC111132298	unknown
MSTRG.6996	unknown
MSTRG.44200	unknown
MSTRG.14791	unknown
MSTRG.32102	unknown
MSTRG.39814	unknown
MSTRG.13038	unknown
LOC111134763	unknown
LOC111130983	unknown
MSTRG.65806	unknown
MSTRG.47544	unknown
MSTRG.67229	unknown
LOC111124193	GO:0016491;GO:0043167
LOC111124107	unknown
LOC111111379	GO:0003674
MSTRG.13715	unknown
LOC111138000	GO:0003677
MSTRG.78571	unknown
MSTRG.15998	unknown
LOC111120118	GO:0043167
MSTRG.16964	unknown
LOC111121888	GO:0005575
MSTRG.34644	unknown
LOC111126434	unknown
MSTRG.37178	unknown
MSTRG.32741	unknown
MSTRG.63007	unknown
LOC111100426	GO:0003723
MSTRG.4679	unknown
MSTRG.37949	unknown
MSTRG.61146	unknown
LOC111127498	GO:0005575;GO:0006464;GO:0007165;GO:0016301;GO:0043167
MSTRG.55272	unknown
MSTRG.36836	unknown
LOC111138463	GO:0005634;GO:0006397;GO:0032991
MSTRG.73113	unknown
MSTRG.66970	unknown
MSTRG.78459	unknown
MSTRG.16843	unknown
MSTRG.38025	unknown
LOC111134013	GO:0003674
MSTRG.63404	unknown
LOC111125329	GO:0016491;GO:0043167
LOC111106927	GO:0005975;GO:0016798;GO:0044281
MSTRG.10087	unknown
LOC111110585	unknown
LOC111137272	GO:0006464;GO:0008233;GO:0065003
MSTRG.79636	unknown
MSTRG.66834	unknown
LOC111100472	unknown
MSTRG.39599	unknown
MSTRG.43327	unknown
LOC111136736	GO:0003674;GO:0005576
MSTRG.36750	unknown
MSTRG.28679	unknown
LOC111105699	GO:0003674;GO:0006259;GO:0032196
MSTRG.60960	unknown
MSTRG.25614	unknown
LOC111119919	GO:0005694;GO:0043167
LOC111103197	GO:0003674
MSTRG.38343	unknown
MSTRG.32869	unknown
LOC111130291	unknown
LOC111121149	unknown
LOC111112655	unknown
MSTRG.78243	unknown
LOC111136437	GO:0016491;GO:0043167
LOC111121617	unknown
MSTRG.2428	unknown
MSTRG.63139	unknown
LOC111103465	unknown
MSTRG.44705	unknown
LOC111117452	unknown
MSTRG.30958	unknown
LOC111138390	GO:0005575;GO:0055085
LOC111106389	GO:0003674
MSTRG.32509	unknown
MSTRG.73223	unknown
